LATITUDE,LONGITUDE,FIRE_SIZE,NWCG_GENERAL_CAUSE,NWCG_CAUSE_CLASSIFICATION,FIRE_YEAR,DISCOVERY_DOY,cause_binary,fire_size_log,t_param,s_param
36.01609,-114.78693,0.1,Debris and open burning,Human,1992,149,1,0.09531017980432487,0.45567137460919577,0.45316091316922663
36.03289,-114.79616,0.1,Debris and open burning,Human,1992,151,1,0.09531017980432487,0.4590796242896665,0.4570452642024935
36.14165,-114.68692,0.1,Other causes,Human,1992,168,1,0.09531017980432487,0.5824719346845948,0.5666972715138152
36.03833,-114.80354,0.1,Natural,Natural,1992,176,0,0.09531017980432487,0.45970891079682064,0.4583696117690259
36.14998,-114.75082,0.5,Arson/incendiarism,Human,1992,178,1,0.4054651081081644,0.5496159060220762,0.5367023629257357
36.02498,-114.78693,0.1,Equipment and vehicle use,Human,1992,185,1,0.09531017980432487,0.4562042389383514,0.45343294784248195
35.987,-114.0562,0.1,Natural,Natural,1992,195,0,0.09531017980432487,0.18321116732603313,0.20655552718551812
36.44714,-114.37858,0.2,Recreation and ceremony,Human,1992,200,1,0.18232155679395465,0.7527605777731495,0.7278320666890739
36.24998,-114.00079,1.0,Debris and open burning,Human,1992,258,1,0.6931471805599453,0.9987451516657097,0.998142804802481
35.85277,-114.62303,0.1,Power generation/transmission/distribution,Human,1992,299,1,0.09531017980432487,0.4436108398561006,0.44000428457794466
36.05832,-114.05912,10.0,Debris and open burning,Human,1992,315,1,2.3978952727983707,0.17068082317087827,0.19454487992783606
36.12034,-114.76347,0.2,Recreation and ceremony,Human,1993,143,1,0.18232155679395465,0.5369804851506066,0.5279186817746226
36.09998,-114.88416,0.3,Smoking,Human,1993,162,1,0.262364264467491,0.49075660090213347,0.49006871527514273
36.21106,-114.67755,260.0,Natural,Natural,1993,171,0,5.564520407322694,0.5765558917713433,0.559646074746705
36.16665,-114.01746,25.0,Fireworks,Human,1993,184,1,3.258096538021482,0.12140915071474873,0.14366203769966338
36.05009,-114.80127,0.4,Fireworks,Human,1993,185,1,0.33647223662121295,0.4634613935484031,0.460996975055007
36.05005,-114.80106,0.4,Fireworks,Human,1993,186,1,0.33647223662121295,0.4634301118025083,0.46098097274254374
36.03147,-114.71547,8.2,Misuse of fire by a minor,Human,1993,188,1,2.2192034840549946,0.4399456891347496,0.4357327323645425
36.24998,-113.95079,0.5,Debris and open burning,Human,1993,191,1,0.4054651081081644,0.0071823192429725105,0.0068919631225921145
35.97974,-114.81551,0.2,Equipment and vehicle use,Human,1993,194,1,0.18232155679395465,0.4554750746951523,0.45304652544820734
36.39025,-114.43581,0.7,Smoking,Human,1993,220,1,0.5306282510621704,0.7228012462743396,0.693962791614088
36.1809,-114.7272,5.1,Misuse of fire by a minor,Human,1993,225,1,1.8082887711792655,0.5763013366007972,0.5595518166240564
36.18332,-113.91745,40.0,Natural,Natural,1993,239,0,3.713572066704308,0.03676741951013093,0.03459778142338756
36.48331,-114.35081,0.2,Debris and open burning,Human,1993,260,1,0.18232155679395465,0.7798884089394844,0.7646006661621879
