LATITUDE,LONGITUDE,FIRE_SIZE,NWCG_GENERAL_CAUSE,NWCG_CAUSE_CLASSIFICATION,FIRE_YEAR,DISCOVERY_DOY,cause_binary,t_param,s_param,fire_size_log
38.85361111,-119.96083333,0.5,Natural,Natural,2006,217,0,0.8621207430557638,0.8045193508737954,0.4054651081081644
38.85194444,-120.07027778,0.01,Natural,Natural,2006,218,0,0.8793891861112074,0.8742564936805144,0.009950330853168083
38.88472222,-120.05722222,0.1,Debris and open burning,Human,2006,230,1,0.8787839967204267,0.873842647203045,0.09531017980432487
38.95027778,-119.95,0.1,Smoking,Human,2006,150,1,0.8523278582147709,0.7834463270927045,0.09531017980432487
38.86027778,-119.98472222,0.01,Recreation and ceremony,Human,2006,160,1,0.8637683862257741,0.822672541434718,0.009950330853168083
38.92944444,-120.05444444,1.0,Smoking,Human,2006,163,1,0.878534323381196,0.8737330796674484,0.6931471805599453
38.89472222,-120.03166667,0.1,Arson/incendiarism,Human,2006,173,1,0.8672593521932535,0.8489226000101621,0.09531017980432487
38.93027778,-120.11027778,0.3,Natural,Natural,2006,175,0,0.9268644509813919,0.9345070389729143,0.262364264467491
39.1025,-120.20416667,0.1,Recreation and ceremony,Human,2006,183,1,0.1210648988234753,0.13097852286399847,0.09531017980432487
39.23333333,-119.995,0.01,Natural,Natural,2006,203,0,0.3960212210545372,0.3934333234365765,0.009950330853168083
38.90111111,-120.00083333,25.0,Arson/incendiarism,Human,2006,247,1,0.8643792245032131,0.830091195833522,3.258096538021482
38.94138889,-119.95416667,0.01,Recreation and ceremony,Human,2006,274,1,0.8546156526534172,0.7885617447660968,0.009950330853168083
38.915,-120.0675,5.2,Debris and open burning,Human,2006,281,1,0.8816774970281263,0.8779623761879232,1.824549292051046
39.04027778,-120.13305556,0.1,Recreation and ceremony,Human,2006,185,1,0.05278933066775843,0.04814422101497156,0.09531017980432487
39.00416667,-119.92777778,1.0,Recreation and ceremony,Human,2006,197,1,0.7934008460900172,0.7212988834528031,0.6931471805599453
39.17166667,-120.15833333,0.1,Smoking,Human,2006,214,1,0.21455641754391502,0.2037338821172455,0.09531017980432487
39.26,-120.035,0.1,Smoking,Human,2006,218,1,0.3401621298722366,0.3395481670042863,0.09531017980432487
39.18166667,-120.03833333,0.1,Smoking,Human,2006,218,1,0.35531882277728094,0.36702720946802336,0.09531017980432487
39.24944444,-120.00694444,0.1,Recreation and ceremony,Human,2006,224,1,0.4094022968404621,0.4033105348829999,0.09531017980432487
39.00666667,-119.88833333,0.1,Recreation and ceremony,Human,2006,239,1,0.7928996445018947,0.7209477080381753,0.09531017980432487
38.91777778,-119.91722222,0.1,Recreation and ceremony,Human,2006,246,1,0.8525033506302773,0.783799393400795,0.09531017980432487
39.25694444,-120.05111111,0.2,Recreation and ceremony,Human,2006,267,1,0.32284389681627795,0.32765090466119035,0.18232155679395465
38.98027778,-119.88111111,0.25,Natural,Natural,2007,152,0,0.8429487290942131,0.7688492519118251,0.22314355131420976
39.0025,-120.1625,0.1,Recreation and ceremony,Human,2007,155,1,0.020415221066222847,0.025171705205011465,0.09531017980432487
39.09861111,-119.90916667,0.1,Recreation and ceremony,Human,2007,144,1,0.6738444940839968,0.631244370545997,0.09531017980432487
38.96666667,-119.91055556,0.7,Power generation/transmission/distribution,Human,2007,151,1,0.8457211185996804,0.7730542011909792,0.5306282510621704
