LATITUDE,LONGITUDE,FIRE_SIZE,NWCG_GENERAL_CAUSE,NWCG_CAUSE_CLASSIFICATION,FIRE_YEAR,DISCOVERY_DOY,cause_binary,fire_size_log,t_param,s_param,dist_to_lake_km,cluster_basin_opt,cluster_basin_std,cluster_basin_eq,cluster_near_std,cluster_near_eq,cluster_near_opt
39.18138889,-120.11527778,0.1,Recreation and ceremony,Human,2008,116,1,0.09531017980432487,0.23811367830707117,0.23157035286358377,0.043322015705996156,2,2,2,2.0,2.0,2.0
38.91166667,-119.99111111,0.1,Arson/incendiarism,Human,2008,130,1,0.09531017980432487,0.8636075353215958,0.8206934751578794,3.3443185178145747,0,0,0,0.0,0.0,0.0
38.97444444,-119.92361111,0.1,Arson/incendiarism,Human,2008,143,1,0.09531017980432487,0.8428943684340113,0.7687831627581309,2.3465959604183744,0,0,0,0.0,0.0,0.0
39.24083333,-120.01555556,0.1,Debris and open burning,Human,2008,161,1,0.09531017980432487,0.3500127684750786,0.35626470782022773,0.8088705381342061,1,1,1,1.0,1.0,1.0
39.24972222,-120.00666667,0.1,Recreation and ceremony,Human,2008,186,1,0.09531017980432487,0.4095760548959159,0.40350370816705516,0.967746377562509,1,1,1,1.0,1.0,1.0
39.00972222,-119.89166667,0.1,Recreation and ceremony,Human,2008,184,1,0.09531017980432487,0.792729360438262,0.7208241543188125,4.9509879385187405,0,0,0,0.0,0.0,0.0
38.87111111,-120.11027778,0.2,Recreation and ceremony,Human,2008,211,1,0.18232155679395465,0.9263419672563742,0.9343578273070979,8.693878012532938,3,3,3,,,
39.11055556,-120.16555556,0.1,Recreation and ceremony,Human,2008,237,1,0.09531017980432487,0.14524803161587893,0.14365101723834417,0.6178203865906262,2,2,2,2.0,2.0,2.0
39.26972222,-119.93555556,0.1,Recreation and ceremony,Human,2008,246,1,0.09531017980432487,0.44454508870274895,0.44779704187423486,3.5354886318284984,1,1,1,1.0,1.0,1.0
39.24861111,-120.05166667,0.1,Power generation/transmission/distribution,Human,2008,229,1,0.09531017980432487,0.32289185081460725,0.327726023885269,1.0065098501213656,1,1,1,1.0,1.0,1.0
38.88722222,-119.9775,0.1,Recreation and ceremony,Human,2008,196,1,0.09531017980432487,0.8629683866040531,0.8130650880384547,6.258264116549622,0,0,0,,,
39.04972222,-120.11361111,0.1,Recreation and ceremony,Human,2008,257,1,0.09531017980432487,0.07748563113492818,0.06507868919941769,0.2043538464034138,2,2,2,2.0,2.0,2.0
39.26027778,-119.98194444,0.1,Misuse of fire by a minor,Human,2008,222,1,0.09531017980432487,0.4202678400560516,0.41702594743391774,1.348898800851935,1,1,1,1.0,1.0,1.0
39.165,-120.1475,0.1,Recreation and ceremony,Human,2008,253,1,0.09531017980432487,0.21429062373145216,0.20371199284798283,0.4302096831105066,2,2,2,2.0,2.0,2.0
39.24944444,-120.00638889,0.1,Recreation and ceremony,Human,2008,215,1,0.09531017980432487,0.4095287115391075,0.4034513949580172,0.9314070588341494,1,1,1,1.0,1.0,1.0
38.86277778,-119.96055556,0.1,Recreation and ceremony,Human,2008,236,1,0.09531017980432487,0.8619393633896507,0.8030707940437964,9.23590299380089,0,0,0,,,
38.92555556,-120.05527778,0.1,Recreation and ceremony,Human,2008,292,1,0.09531017980432487,0.8786707397218385,0.8737881141490867,1.6180440416085937,3,3,3,3.0,3.0,3.0
38.89666667,-119.94916667,0.1,Arson/incendiarism,Human,2008,191,1,0.09531017980432487,0.8600396656787159,0.7961674521625636,5.782170204772601,0,0,0,,,
38.88722222,-120.12638889,0.1,Recreation and ceremony,Human,2008,216,1,0.09531017980432487,0.9269337405000967,0.9345235210216484,7.150797871807445,3,3,3,,,
39.24972222,-120.00666667,0.1,Recreation and ceremony,Human,2008,222,1,0.09531017980432487,0.4095760548959159,0.40350370816705516,0.967746377562509,1,1,1,1.0,1.0,1.0
38.9325,-119.97722222,0.1,Recreation and ceremony,Human,2008,186,1,0.09531017980432487,0.8623343584252757,0.8064225759960493,1.3406908938140185,0,0,0,0.0,0.0,0.0
38.85416667,-120.03444444,0.1,Debris and open burning,Human,2008,300,1,0.09531017980432487,0.8672796464351642,0.848950689826025,9.102612803436363,3,3,3,,,
39.22444444,-120.13944444,0.1,Recreation and ceremony,Human,2008,296,1,0.09531017980432487,0.22936020219039907,0.22106065731831517,4.982299689031108,2,2,2,2.0,2.0,2.0
39.31472222,-119.94555556,0.1,Natural,Natural,2009,216,0,0.09531017980432487,0.4283242185384064,0.42573445332209087,7.804449819817939,1,1,1,,,
38.86777778,-120.06361111,0.1,Arson/incendiarism,Human,2009,140,1,0.09531017980432487,0.8790677301229051,0.8740086323161309,8.061562935969642,3,3,3,,,
38.95,-120.08,0.1,Debris and open burning,Human,2009,141,1,0.09531017980432487,0.8927579499715725,0.8950116297983727,0.23664110018005763,3,3,3,3.0,3.0,3.0
38.99388889,-119.89083333,0.1,Recreation and ceremony,Human,2009,146,1,0.09531017980432487,0.7935932732454622,0.7214329835245503,5.2600436761360205,0,0,0,,,
39.22361111,-120.13777778,0.1,Recreation and ceremony,Human,2009,178,1,0.09531017980432487,0.22939574014256442,0.2210712487456535,4.863643296508694,2,2,2,2.0,2.0,2.0
39.22361111,-120.13777778,0.1,Recreation and ceremony,Human,2009,179,1,0.09531017980432487,0.22939574014256442,0.2210712487456535,4.863643296508694,2,2,2,2.0,2.0,2.0
39.21861111,-120.14,0.1,Recreation and ceremony,Human,2009,179,1,0.09531017980432487,0.22930154893962754,0.22104259455664074,4.362079577709183,2,2,2,2.0,2.0,2.0
39.21888889,-120.14,0.1,Recreation and ceremony,Human,2009,184,1,0.09531017980432487,0.22930402218405432,0.2210433712779619,4.391982682791355,2,2,2,2.0,2.0,2.0
39.24944444,-120.00666667,0.1,Recreation and ceremony,Human,2009,185,1,0.09531017980432487,0.4094650000397815,0.4033806224256271,0.9528308892170579,1,1,1,1.0,1.0,1.0
39.11055556,-120.16555556,0.1,Recreation and ceremony,Human,2009,186,1,0.09531017980432487,0.14524803161587893,0.14365101723834417,0.6178203865906262,2,2,2,2.0,2.0,2.0
39.24861111,-120.05333333,0.1,Recreation and ceremony,Human,2009,186,1,0.09531017980432487,0.3223493592636671,0.32685216815854456,0.997686281815476,1,1,1,1.0,1.0,1.0
39.24277778,-120.11111111,0.1,Recreation and ceremony,Human,2009,192,1,0.09531017980432487,0.28831238341813464,0.2918325340606541,2.9770852494608535,1,2,1,2.0,2.0,2.0
38.87555556,-120.08166667,0.1,Recreation and ceremony,Human,2009,195,1,0.09531017980432487,0.8825221039889395,0.8799818482268218,7.542778197377265,3,3,3,,,
39.25166667,-120.05194444,0.1,Recreation and ceremony,Human,2009,196,1,0.09531017980432487,0.3227281540389121,0.3274676883115029,1.3424684949650976,1,1,1,1.0,1.0,1.0
39.25083333,-120.03472222,0.1,Power generation/transmission/distribution,Human,2009,196,1,0.09531017980432487,0.3402477129046266,0.3395606944323073,1.4543781607519009,1,1,1,1.0,1.0,1.0
39.01555556,-119.94972222,0.1,Smoking,Human,2009,201,1,0.09531017980432487,0.7881325091431252,0.7152550444552873,0.1422533005255023,0,0,0,0.0,0.0,0.0
38.92555556,-120.06944444,0.1,Recreation and ceremony,Human,2009,205,1,0.09531017980432487,0.8831105781232832,0.8814465777971782,1.9156590284534727,3,3,3,3.0,3.0,3.0
39.24972222,-120.00666667,0.1,Recreation and ceremony,Human,2009,207,1,0.09531017980432487,0.4095760548959159,0.40350370816705516,0.967746377562509,1,1,1,1.0,1.0,1.0
38.90472222,-120.04805556,0.5,Recreation and ceremony,Human,2009,208,1,0.4054651081081644,0.8710786810317859,0.8591464248660925,3.9270280074833512,3,3,3,3.0,3.0,3.0
38.93444444,-120.04472222,0.1,Power generation/transmission/distribution,Human,2009,208,1,0.09531017980432487,0.8714366673682451,0.8611301145018389,0.6385643233248716,3,3,3,3.0,3.0,3.0
39.24972222,-120.00666667,0.1,Recreation and ceremony,Human,2009,212,1,0.09531017980432487,0.4095760548959159,0.40350370816705516,0.967746377562509,1,1,1,1.0,1.0,1.0
39.24972222,-120.00666667,0.1,Recreation and ceremony,Human,2009,213,1,0.09531017980432487,0.4095760548959159,0.40350370816705516,0.967746377562509,1,1,1,1.0,1.0,1.0
39.23277778,-119.89972222,0.1,Recreation and ceremony,Human,2009,214,1,0.09531017980432487,0.4635130306651594,0.4752204568323803,2.82901174648975,1,1,1,1.0,1.0,1.0
39.18055556,-120.09388889,0.1,Recreation and ceremony,Human,2009,214,1,0.09531017980432487,0.2501609501270629,0.25015067387219764,0.44292132109978255,2,2,2,2.0,2.0,2.0
38.92166667,-120.08138889,0.1,Recreation and ceremony,Human,2009,214,1,0.09531017980432487,0.8860888334336915,0.8875189746000878,2.7042201460437556,3,3,3,3.0,3.0,3.0
38.86861111,-119.99583333,0.1,Power generation/transmission/distribution,Human,2009,216,1,0.09531017980432487,0.8644157534174008,0.830521031654897,7.942018129832848,3,3,3,,,
39.23833333,-120.04027778,0.1,Recreation and ceremony,Human,2009,219,1,0.09531017980432487,0.3386118835076733,0.33875395392554286,0.04079143630724128,1,1,1,1.0,1.0,1.0
38.9,-120.005,0.1,Recreation and ceremony,Human,2009,228,1,0.09531017980432487,0.8646880708361655,0.8336376008453632,4.356485079209525,3,3,3,3.0,3.0,3.0
39.24972222,-120.00666667,0.1,Recreation and ceremony,Human,2009,228,1,0.09531017980432487,0.4095760548959159,0.40350370816705516,0.967746377562509,1,1,1,1.0,1.0,1.0
39.23194444,-120.11833333,0.1,Smoking,Human,2009,232,1,0.09531017980432487,0.2870760858691741,0.28932879473528,3.0102815507349647,2,2,2,2.0,2.0,2.0
39.04055556,-120.16555556,0.25,Recreation and ceremony,Human,2009,235,1,0.22314355131420976,0.10851887254651017,0.10877430630866965,4.098812513959319,2,2,2,2.0,2.0,2.0
39.24972222,-120.00666667,0.1,Recreation and ceremony,Human,2009,236,1,0.09531017980432487,0.4095760548959159,0.40350370816705516,0.967746377562509,1,1,1,1.0,1.0,1.0
39.15,-119.93138889,0.2,Arson/incendiarism,Human,2009,237,1,0.18232155679395465,0.5610635495151334,0.5517675920096946,0.09453896462793206,1,1,1,1.0,1.0,1.0
39.24972222,-120.00666667,0.1,Recreation and ceremony,Human,2009,242,1,0.09531017980432487,0.4095760548959159,0.40350370816705516,0.967746377562509,1,1,1,1.0,1.0,1.0
38.98694444,-120.15305556,0.1,Recreation and ceremony,Human,2009,243,1,0.09531017980432487,0.009998644564916195,0.016824491026113813,4.293795662394944,2,2,2,3.0,3.0,3.0
38.97277778,-119.93166667,0.1,Recreation and ceremony,Human,2009,251,1,0.09531017980432487,0.8431624189703849,0.7691161676431588,1.627223963218246,0,0,0,0.0,0.0,0.0
38.85416667,-120.03,0.1,Recreation and ceremony,Human,2009,261,1,0.09531017980432487,0.8671695538709322,0.8487896587793841,9.093010853748007,3,3,3,,,
39.06138889,-120.15888889,0.1,Arson/incendiarism,Human,2009,315,1,0.09531017980432487,0.10879307977166214,0.10918430146326187,1.7336963115709227,2,2,2,2.0,2.0,2.0
38.95388889,-119.93305556,0.3,Recreation and ceremony,Human,2009,272,1,0.262364264467491,0.848514185241476,0.7772540369431419,1.6792568443021034,0,0,0,0.0,0.0,0.0
39.14694444,-120.17666667,0.1,Recreation and ceremony,Human,2009,304,1,0.09531017980432487,0.1851343222728558,0.17511454107783678,2.191164405821725,2,2,2,2.0,2.0,2.0
38.86277778,-120.02527778,0.1,Arson/incendiarism,Human,2009,313,1,0.09531017980432487,0.8669982568894059,0.8484887358585611,8.145454735191072,3,3,3,,,
38.93416667,-119.99111111,1.0,Arson/incendiarism,Human,2009,251,1,0.6931471805599453,0.8633477739970916,0.8175276032484636,0.8966899287424266,0,0,0,0.0,0.0,0.0
38.99,-119.94,0.1,Arson/incendiarism,Human,1992,150,1,0.09531017980432487,0.8266347587251762,0.7482177119460939,1.0806993541159537,0,0,0,0.0,0.0,0.0
38.91666667,-119.94,0.3,Natural,Natural,1992,160,0,0.262364264467491,0.8545680234112355,0.7884429658962235,4.134577386296261,0,0,0,0.0,0.0,0.0
38.94666667,-119.90666667,0.1,Natural,Natural,1992,177,0,0.09531017980432487,0.8482097608347321,0.7768354454825689,4.109841683875631,0,0,0,0.0,0.0,0.0
39.16333333,-119.925,0.1,Recreation and ceremony,Human,1992,224,1,0.09531017980432487,0.5390746604419557,0.5379697018876363,0.6294014529220116,1,1,1,1.0,1.0,1.0
39.05,-119.91666667,0.3,Natural,Natural,1992,225,0,0.262364264467491,0.7279235178801114,0.6713589556035154,2.524112523066542,0,0,0,0.0,0.0,0.0
38.87166667,-119.99666667,0.1,Equipment and vehicle use,Human,1992,229,1,0.09531017980432487,0.864437468360062,0.8307751372121777,7.594069983267789,3,3,3,,,
39.05,-119.91666667,0.1,Natural,Natural,1992,225,0,0.09531017980432487,0.7279235178801114,0.6713589556035154,2.524112523066542,0,0,0,0.0,0.0,0.0
38.88666667,-119.95833333,0.1,Natural,Natural,1992,243,0,0.09531017980432487,0.8611312939227381,0.7985390108689723,6.681907910550767,0,0,0,,,
38.975,-119.94333333,0.1,Recreation and ceremony,Human,1992,252,1,0.09531017980432487,0.8411291466164863,0.7667823407496708,0.6696425366356402,0,0,0,0.0,0.0,0.0
38.96166667,-119.94333333,0.1,Smoking,Human,1992,286,1,0.09531017980432487,0.847241181517829,0.775468143786966,0.5733441968786847,0,0,0,0.0,0.0,0.0
38.87166667,-119.95833333,0.1,Natural,Natural,1992,137,0,0.09531017980432487,0.8615147362516054,0.8003238588706856,8.311673366995057,0,0,0,,,
38.96833333,-119.99666667,0.5,Natural,Natural,1992,161,0,0.4054651081081644,0.863324471561117,0.817217855014939,2.9239343904754516,0,0,0,0.0,0.0,0.0
38.90166667,-120.03333333,0.1,Smoking,Human,1992,163,1,0.09531017980432487,0.8673540821367253,0.8490484560309561,3.8337348902793504,3,3,3,3.0,3.0,3.0
38.90166667,-120.03333333,0.1,Natural,Natural,1992,177,0,0.09531017980432487,0.8673540821367253,0.8490484560309561,3.8337348902793504,3,3,3,3.0,3.0,3.0
38.91666667,-120.03333333,0.1,Smoking,Human,1992,187,1,0.09531017980432487,0.8674549509030874,0.8491649970474795,2.1780790579312503,3,3,3,3.0,3.0,3.0
38.85833333,-120.10833333,0.1,Natural,Natural,1992,199,0,0.09531017980432487,0.9261829589656069,0.9342998419266774,10.102651418793958,3,3,3,,,
38.91666667,-120.03333333,0.1,Smoking,Human,1992,203,1,0.09531017980432487,0.8674549509030874,0.8491649970474795,2.1780790579312503,3,3,3,3.0,3.0,3.0
38.91666667,-120.03333333,0.1,Smoking,Human,1992,225,1,0.09531017980432487,0.8674549509030874,0.8491649970474795,2.1780790579312503,3,3,3,3.0,3.0,3.0
38.91666667,-119.94,0.1,Smoking,Human,1992,226,1,0.09531017980432487,0.8545680234112355,0.7884429658962235,4.134577386296261,0,0,0,0.0,0.0,0.0
39.01666667,-120.11666667,0.1,Smoking,Human,1992,240,1,0.09531017980432487,0.017790185627082088,0.02224203611002534,0.020134174409721334,2,2,2,3.0,3.0,3.0
38.94666667,-120.125,0.1,Natural,Natural,1992,242,0,0.09531017980432487,0.9337757116153192,0.9386496232007373,1.747476689711562,3,3,3,3.0,3.0,3.0
38.94666667,-120.14333333,0.1,Natural,Natural,1992,242,0,0.09531017980432487,0.9340640069168775,0.9387812796518774,3.2554119617065274,3,3,3,3.0,3.0,3.0
38.92333333,-120.025,0.1,Recreation and ceremony,Human,1992,245,1,0.09531017980432487,0.8663389042812887,0.8465600430663834,1.4562931274810937,3,3,3,3.0,3.0,3.0
38.94666667,-119.94333333,0.1,Smoking,Human,1992,215,1,0.09531017980432487,0.8518189087587922,0.7824572337414153,1.3206997560552103,0,0,0,0.0,0.0,0.0
38.94666667,-120.10666667,0.1,Recreation and ceremony,Human,1992,260,1,0.09531017980432487,0.9273080367378607,0.9346007957507831,0.3481049754446595,3,3,3,3.0,3.0,3.0
39.03333333,-120.18,0.1,Natural,Natural,1992,270,0,0.09531017980432487,0.10924564464762115,0.10986451380643246,5.347529692914504,2,2,2,,,
39.19333333,-119.99833333,0.3,Arson/incendiarism,Human,1992,124,1,0.262364264467491,0.37140734431430156,0.37720740258754454,2.9681286073039264,1,1,1,1.0,1.0,1.0
39.19333333,-120.11333333,0.2,Misuse of fire by a minor,Human,1992,134,1,0.18232155679395465,0.2448961822259765,0.23631570854646008,1.1263406109355945,2,2,2,2.0,2.0,2.0
39.23666667,-120.05666667,1.0,Misuse of fire by a minor,Human,1992,144,1,0.6931471805599453,0.3203794823715526,0.3235166750516155,0.2754141206219992,1,1,1,1.0,1.0,1.0
39.23666667,-120.075,0.1,Natural,Natural,1992,152,0,0.09531017980432487,0.3105372640677581,0.31253862065799604,0.5386842199659613,1,1,1,1.0,1.0,1.0
39.20833333,-120.03833333,0.2,Natural,Natural,1992,152,0,0.18232155679395465,0.34445241331914805,0.3431471847472068,3.1992740685268783,1,1,1,1.0,1.0,1.0
39.09,-120.21666667,0.1,Recreation and ceremony,Human,1992,186,1,0.09531017980432487,0.12051369162498646,0.130382970641939,4.651871907162799,2,2,2,2.0,2.0,2.0
39.06166667,-120.16166667,0.1,Smoking,Human,1992,192,1,0.09531017980432487,0.10924305176908426,0.10986062580392446,1.8210961175919418,2,2,2,2.0,2.0,2.0
39.22333333,-120.09333333,0.1,Smoking,Human,1992,193,1,0.09531017980432487,0.2866734158565614,0.2881011922093386,0.664766777264396,1,1,1,2.0,2.0,2.0
39.23666667,-120.075,1.0,Misuse of fire by a minor,Human,1992,216,1,0.6931471805599453,0.3105372640677581,0.31253862065799604,0.5386842199659613,1,1,1,1.0,1.0,1.0
39.13333333,-120.19833333,0.1,Natural,Natural,1992,242,0,0.09531017980432487,0.1648645125334034,0.15836919956923184,3.329805417769552,2,2,2,2.0,2.0,2.0
39.28,-119.96333333,0.1,Natural,Natural,1992,243,0,0.09531017980432487,0.42774496413084656,0.42518812417271323,3.6610490848823978,1,1,1,1.0,1.0,1.0
39.20833333,-120.09333333,0.1,Smoking,Human,1992,249,1,0.09531017980432487,0.2773581402392354,0.27262342034515713,0.18273596301707357,1,2,1,2.0,2.0,2.0
39.19333333,-120.09333333,0.1,Arson/incendiarism,Human,1992,276,1,0.09531017980432487,0.2681400558038795,0.26068425549404195,0.17480184924346975,2,2,2,2.0,2.0,2.0
39.01833333,-120.18,0.5,Natural,Natural,1992,283,0,0.4054651081081644,0.029980141621501373,0.03053804700093156,5.3041503595852015,2,2,2,,,
39.22333333,-120.09333333,0.1,Smoking,Human,1993,194,1,0.09531017980432487,0.2866734158565614,0.2881011922093386,0.664766777264396,1,1,1,2.0,2.0,2.0
39.23666667,-120.075,0.1,Misuse of fire by a minor,Human,1993,357,1,0.09531017980432487,0.3105372640677581,0.31253862065799604,0.5386842199659613,1,1,1,1.0,1.0,1.0
39.14166667,-119.89166667,0.1,Natural,Natural,1994,268,0,0.09531017980432487,0.5625285939414857,0.5526386906603509,3.638043038209762,1,1,1,1.0,1.0,1.0
38.9,-119.95,0.1,Misuse of fire by a minor,Human,1994,108,1,0.09531017980432487,0.8600253837159145,0.7961561217079958,5.406671923917526,0,0,0,,,
39.23666667,-120.09333333,0.1,Debris and open burning,Human,1994,137,1,0.09531017980432487,0.2887694687667182,0.29236161145822426,1.3976786021623662,1,1,1,1.0,1.0,1.0
38.93166667,-120.08833333,0.1,Debris and open burning,Human,1994,160,1,0.09531017980432487,0.9195075416857031,0.9267840044213602,2.1252546857540078,3,3,3,3.0,3.0,3.0
38.85833333,-120.015,0.1,Smoking,Human,1994,134,1,0.09531017980432487,0.8662955982339053,0.8463805291602493,8.724857269089629,3,3,3,,,
39.22333333,-120.09333333,0.1,Debris and open burning,Human,1994,167,1,0.09531017980432487,0.2866734158565614,0.2881011922093386,0.664766777264396,1,1,1,2.0,2.0,2.0
38.87166667,-119.97666667,0.2,Recreation and ceremony,Human,1994,170,1,0.18232155679395465,0.8630989707636935,0.814562549450127,7.965813405935653,0,0,0,,,
38.87166667,-120.09,0.1,Recreation and ceremony,Human,1994,176,1,0.09531017980432487,0.8840669246094138,0.8837464277741491,8.18381692130403,3,3,3,,,
38.91666667,-120.145,0.1,Smoking,Human,1994,171,1,0.09531017980432487,0.9276181161311863,0.9346632371772173,5.0511798536842765,3,3,3,,,
38.90166667,-120.015,0.1,Smoking,Human,1994,173,1,0.09531017980432487,0.8654955242086577,0.8415196623166373,3.992607258432159,3,3,3,3.0,3.0,3.0
38.93166667,-120.05166667,0.1,Smoking,Human,1994,176,1,0.09531017980432487,0.8782501067309921,0.8736489523332418,0.9960957888322431,3,3,3,3.0,3.0,3.0
38.87166667,-119.95833333,0.1,Recreation and ceremony,Human,1994,178,1,0.09531017980432487,0.8615147362516054,0.8003238588706856,8.311673366995057,0,0,0,,,
38.91666667,-120.145,0.1,Smoking,Human,1994,178,1,0.09531017980432487,0.9276181161311863,0.9346632371772173,5.0511798536842765,3,3,3,,,
39.01833333,-119.99833333,0.5,Recreation and ceremony,Human,1994,181,1,0.4054651081081644,0.8130593543205297,0.7351542786639856,3.7376301571430726,0,0,0,0.0,0.0,0.0
38.91666667,-119.97666667,0.1,Smoking,Human,1994,182,1,0.09531017980432487,0.8625204179071175,0.8082324635291932,3.0722964504217605,0,0,0,0.0,0.0,0.0
38.91666667,-120.03333333,0.1,Smoking,Human,1994,182,1,0.09531017980432487,0.8674549509030874,0.8491649970474795,2.1780790579312503,3,3,3,3.0,3.0,3.0
38.93166667,-120.08833333,0.3,Smoking,Human,1994,183,1,0.262364264467491,0.9195075416857031,0.9267840044213602,2.1252546857540078,3,3,3,3.0,3.0,3.0
39.26666667,-120.03833333,0.1,Recreation and ceremony,Human,1994,184,1,0.09531017980432487,0.3400444725059834,0.33952786499844334,3.1582746986644823,1,1,1,1.0,1.0,1.0
38.93166667,-120.05166667,0.1,Recreation and ceremony,Human,1994,187,1,0.09531017980432487,0.8782501067309921,0.8736489523332418,0.9960957888322431,3,3,3,3.0,3.0,3.0
38.94666667,-120.10666667,0.1,Recreation and ceremony,Human,1994,190,1,0.09531017980432487,0.9273080367378607,0.9346007957507831,0.3481049754446595,3,3,3,3.0,3.0,3.0
38.94666667,-120.10666667,0.1,Recreation and ceremony,Human,1994,191,1,0.09531017980432487,0.9273080367378607,0.9346007957507831,0.3481049754446595,3,3,3,3.0,3.0,3.0
39.13333333,-120.19833333,0.6,Recreation and ceremony,Human,1994,192,1,0.4700036292457356,0.1648645125334034,0.15836919956923184,3.329805417769552,2,2,2,2.0,2.0,2.0
38.85833333,-120.015,0.1,Smoking,Human,1994,193,1,0.09531017980432487,0.8662955982339053,0.8463805291602493,8.724857269089629,3,3,3,,,
38.88666667,-120.03333333,0.1,Smoking,Human,1994,196,1,0.09531017980432487,0.8673054629743551,0.8489871978960472,5.494855617227283,3,3,3,,,
38.885,-119.925,0.1,Natural,Natural,1994,197,0,0.09531017980432487,0.8547568631695233,0.7889170832853211,7.8689771169008536,0,0,0,,,
39.15,-119.925,0.3,Smoking,Human,1994,199,1,0.262364264467491,0.5614331374079038,0.5519954844797546,0.6486018793358073,1,1,1,1.0,1.0,1.0
38.975,-119.94333333,0.1,Natural,Natural,1994,197,0,0.09531017980432487,0.8411291466164863,0.7667823407496708,0.6696425366356402,0,0,0,0.0,0.0,0.0
38.91666667,-120.015,0.1,Misuse of fire by a minor,Human,1994,205,1,0.09531017980432487,0.8652605498962986,0.8394897719672271,2.358788139521745,3,3,3,3.0,3.0,3.0
38.90166667,-120.015,0.1,Recreation and ceremony,Human,1994,207,1,0.09531017980432487,0.8654955242086577,0.8415196623166373,3.992607258432159,3,3,3,3.0,3.0,3.0
39.17666667,-120.14333333,0.3,Smoking,Human,1994,208,1,0.262364264467491,0.219954054913886,0.20789073102817848,0.7513826206986244,2,2,2,2.0,2.0,2.0
39.16333333,-120.14333333,0.1,Smoking,Human,1994,209,1,0.09531017980432487,0.20772193456357405,0.19918483081008218,0.2419543647195896,2,2,2,2.0,2.0,2.0
39.04666667,-120.18,0.1,Equipment and vehicle use,Human,1994,212,1,0.09531017980432487,0.11378399024355457,0.11325525102193751,4.146976828147782,2,2,2,2.0,2.0,2.0
38.91666667,-120.03333333,0.3,Smoking,Human,1994,213,1,0.262364264467491,0.8674549509030874,0.8491649970474795,2.1780790579312503,3,3,3,3.0,3.0,3.0
39.20833333,-120.15,0.1,Equipment and vehicle use,Human,1994,218,1,0.09531017980432487,0.2286799847530515,0.22077560853549197,3.6464875624363606,2,2,2,2.0,2.0,2.0
38.90166667,-120.015,0.1,Recreation and ceremony,Human,1994,219,1,0.09531017980432487,0.8654955242086577,0.8415196623166373,3.992607258432159,3,3,3,3.0,3.0,3.0
38.91666667,-120.015,0.1,Smoking,Human,1994,219,1,0.09531017980432487,0.8652605498962986,0.8394897719672271,2.358788139521745,3,3,3,3.0,3.0,3.0
38.975,-119.925,0.1,Arson/incendiarism,Human,1994,220,1,0.09531017980432487,0.8425855846732795,0.7684192146263084,2.235835769339505,0,0,0,0.0,0.0,0.0
39.09166667,-119.90666667,0.1,Arson/incendiarism,Human,1994,220,1,0.09531017980432487,0.6768382313687731,0.6335101114872348,2.8994271391824418,0,0,0,0.0,0.0,0.0
38.90166667,-119.95833333,0.1,Misuse of fire by a minor,Human,1994,220,1,0.09531017980432487,0.8606634389968985,0.7971058961852329,5.053186486752265,0,0,0,,,
38.87166667,-120.015,0.1,Arson/incendiarism,Human,1994,220,1,0.09531017980432487,0.8660540954912836,0.8452353231271541,7.2646502230743275,3,3,3,,,
38.91666667,-120.015,0.1,Recreation and ceremony,Human,1994,223,1,0.09531017980432487,0.8652605498962986,0.8394897719672271,2.358788139521745,3,3,3,3.0,3.0,3.0
38.96166667,-119.94333333,0.1,Misuse of fire by a minor,Human,1994,225,1,0.09531017980432487,0.847241181517829,0.775468143786966,0.5733441968786847,0,0,0,0.0,0.0,0.0
38.91666667,-120.015,0.1,Smoking,Human,1994,225,1,0.09531017980432487,0.8652605498962986,0.8394897719672271,2.358788139521745,3,3,3,3.0,3.0,3.0
38.96166667,-119.90666667,0.1,Smoking,Human,1994,227,1,0.09531017980432487,0.8465464637869721,0.7744083091349416,3.749712845316557,0,0,0,0.0,0.0,0.0
38.94666667,-119.99833333,0.1,Smoking,Human,1994,221,1,0.09531017980432487,0.8636879012139984,0.8216817302195039,0.5983245706316698,0,0,0,0.0,0.0,0.0
39.00333333,-120.10666667,0.1,Smoking,Human,1994,230,1,0.09531017980432487,0.0027228418766287307,0.007758607285425321,0.04270154293025898,3,3,3,3.0,3.0,3.0
38.91666667,-119.97666667,0.1,Smoking,Human,1994,230,1,0.09531017980432487,0.8625204179071175,0.8082324635291932,3.0722964504217605,0,0,0,0.0,0.0,0.0
38.85833333,-119.95833333,0.1,Recreation and ceremony,Human,1994,233,1,0.09531017980432487,0.8617939140414496,0.8020313128712485,9.760888031064786,0,0,0,,,
38.91666667,-120.05166667,0.3,Smoking,Human,1994,234,1,0.262364264467491,0.8784525741593154,0.8737047922173439,2.6260272198048566,3,3,3,3.0,3.0,3.0
39.16333333,-120.14333333,0.1,Recreation and ceremony,Human,1994,234,1,0.09531017980432487,0.20772193456357405,0.19918483081008218,0.2419543647195896,2,2,2,2.0,2.0,2.0
39.01833333,-119.99833333,0.1,Smoking,Human,1994,241,1,0.09531017980432487,0.8130593543205297,0.7351542786639856,3.7376301571430726,0,0,0,0.0,0.0,0.0
39.25166667,-120.03833333,0.1,Smoking,Human,1994,244,1,0.09531017980432487,0.3400749269442981,0.33953355250566924,1.4944561400165088,1,1,1,1.0,1.0,1.0
38.91666667,-120.03333333,0.1,Smoking,Human,1994,246,1,0.09531017980432487,0.8674549509030874,0.8491649970474795,2.1780790579312503,3,3,3,3.0,3.0,3.0
