LATITUDE,LONGITUDE,Cluster_Std,Cluster_OA,Cause,Specific_Cause,Fire_Size_Acres,Fire_Year
36.40240532,-114.8726118,2,2,Human-Caused,Firearms and explosives use,5.3,2020
36.44987532,-114.95531182,2,2,Human-Caused,Firearms and explosives use,0.71,2020
36.45008532,-114.95471182,2,2,Human-Caused,Firearms and explosives use,0.1,2020
36.43924532,-114.97571182,2,2,Human-Caused,Firearms and explosives use,4.9,2020
36.43892532,-114.96411182,2,2,Human-Caused,Fireworks,0.1,2020
36.44040532,-114.96411182,2,2,Human-Caused,Firearms and explosives use,0.1,2020
36.43950532,-114.97051182,2,2,Human-Caused,Firearms and explosives use,1.0,2020
36.44044532,-114.97421182,2,2,Human-Caused,Firearms and explosives use,3.8,2020
36.44294532,-114.96931182,2,2,Human-Caused,Fireworks,0.1,2020
36.44907532,-114.95321182,2,2,Human-Caused,Firearms and explosives use,0.1,2020
36.45039532,-114.95461182,2,2,Human-Caused,Fireworks,0.1,2020
36.2116153,-114.94331179,4,4,Human-Caused,Arson/incendiarism,0.1,2020
36.20950529,-114.9926118,4,4,Human-Caused,Fireworks,0.1,2020
36.09822529,-114.85141177,4,4,Human-Caused,Equipment and vehicle use,0.1,2020
36.1581653,-114.81221176,4,4,Human-Caused,Arson/incendiarism,0.1,2020
36.2016753,-114.89681178,4,4,Human-Caused,Arson/incendiarism,0.1,2020
36.19110531,-114.73421175,4,4,Human-Caused,Equipment and vehicle use,0.1,2020
36.2022753,-114.89631178,4,4,Human-Caused,Arson/incendiarism,0.1,2020
36.2023753,-114.89651178,4,4,Human-Caused,Arson/incendiarism,0.1,2020
36.2034753,-114.91291179,4,4,Human-Caused,Arson/incendiarism,0.1,2020
35.97175528,-114.68731172,4,4,Human-Caused,Equipment and vehicle use,0.1,2020
36.00214528,-114.72411173,4,4,Human-Caused,Equipment and vehicle use,0.1,2020
36.03040531,-114.32431166,1,1,Human-Caused,Recreation and ceremony,0.4,2020
36.03720528,-114.80091175,4,4,Human-Caused,Recreation and ceremony,0.1,2020
36.20642529,-114.9630118,4,4,Human-Caused,Fireworks,0.1,2020
36.20071529,-114.9944118,4,4,Human-Caused,Arson/incendiarism,0.1,2020
36.20039529,-114.9954118,4,4,Human-Caused,Fireworks,0.1,2020
36.20636529,-114.9633118,4,4,Human-Caused,Equipment and vehicle use,0.1,2020
36.2034353,-114.91301179,4,4,Human-Caused,Debris and open burning,0.1,2020
36.20123529,-114.9831118,4,4,Human-Caused,Arson/incendiarism,0.2,2020
36.20233529,-114.9753118,4,4,Human-Caused,Arson/incendiarism,0.1,2020
36.11861528,-114.98211179,4,4,Human-Caused,Equipment and vehicle use,0.1,2020
36.12014528,-114.97461179,4,4,Human-Caused,Recreation and ceremony,0.1,2020
36.18422529,-114.92311179,4,4,Human-Caused,Arson/incendiarism,0.1,2020
36.18387529,-114.92371179,4,4,Human-Caused,Debris and open burning,0.1,2020
36.20188529,-114.9663118,4,4,Human-Caused,Debris and open burning,0.1,2020
36.04570528,-114.91791177,4,4,Human-Caused,Fireworks,0.13,2020
35.90694528,-114.62361171,4,4,Human-Caused,Recreation and ceremony,0.1,2020
35.96569521,-114.67221125,4,4,Human-Caused,Equipment and vehicle use,0.1,2020
35.92422526,-114.95461177,4,4,Human-Caused,Equipment and vehicle use,0.1,2020
35.93525526,-114.96861177,4,4,Human-Caused,Fireworks,0.1,2020
35.97873527,-114.96521178,4,4,Human-Caused,Debris and open burning,0.1,2020
35.87099527,-114.65001171,4,4,Human-Caused,Recreation and ceremony,0.1,2020
35.87643527,-114.73131172,4,4,Human-Caused,Equipment and vehicle use,0.1,2020
35.86714527,-114.66311171,4,4,Human-Caused,Debris and open burning,0.1,2020
35.80054527,-114.53421168,4,4,Human-Caused,Equipment and vehicle use,0.5,2020
