view,cluster_id,cluster_label,n,centroid_lon,centroid_lat,mean_fire_size,median_fire_size,pct_natural,pct_human,cluster_span
basin,0,1,485,-119.99091017472166,38.91414699039175,8.215711340206184,0.1,12.164948453608247,87.83505154639175,0.24906325496199966
basin,1,2,119,-119.93043754882355,39.14734388966387,52.42352941176473,0.1,62.18487394957983,37.81512605042017,0.43044280603012364
basin,2,3,233,-120.1465968846352,39.02285820545064,2.1421888412017167,0.1,27.03862660944206,72.96137339055794,0.3179313222044061
basin,3,4,231,-120.0691461203896,39.2283695434632,1.5999134199134208,0.1,3.463203463203463,96.53679653679653,0.40794443616523535
near_shore,0,1,139,-119.98386474359712,38.95622025589928,0.49460431654676257,0.1,0.0,100.0,0.2519362608319857
near_shore,1,2,57,-119.9473642854386,39.146501763684206,108.66912280701754,0.1,59.64912280701754,40.35087719298246,0.5318530719209609
near_shore,2,3,104,-120.12570825653847,39.028516537692305,3.483846153846154,0.1,11.538461538461538,88.46153846153847,0.3105164162007812
near_shore,3,4,168,-120.05615155136903,39.22822550071429,1.798333333333334,0.1,0.0,100.0,0.263691185191979
