LATITUDE,LONGITUDE,Cluster_Basin,Cluster_NearShore_Label,Near_Shore_2km,Cause,Specific_Cause,Fire_Size_Acres,Fire_Year
38.87166667,-119.94,1,Not in near-shore subset,0,Natural,Lightning,0.1,1996
39.17666667,-120.18,3,Not in near-shore subset,0,Natural,Lightning,0.1,1996
39.22333333,-120.13166667,4,Not in near-shore subset,0,Natural,Lightning,0.1,1996
38.87166667,-120.09,1,Not in near-shore subset,0,Natural,Lightning,0.1,1996
39.27666667,-119.95666667,2,Not in near-shore subset,0,Natural,Lightning,0.1,1996
39.23666667,-120.05666667,4,4,1,Human-Caused,Smoking,0.1,1996
38.87166667,-120.09,1,Not in near-shore subset,0,Human-Caused,Smoking,0.2,1996
38.99,-119.90666667,2,Not in near-shore subset,0,Natural,Lightning,1.5,1996
38.96166667,-119.94333333,1,1,1,Human-Caused,Misuse of fire by a minor,0.1,1996
38.87166667,-119.99666667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1996
39.19333333,-120.11333333,4,4,1,Human-Caused,Smoking,0.1,1996
38.91666667,-120.05166667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1996
39.00333333,-120.10666667,3,3,1,Human-Caused,Recreation and ceremony,0.1,1996
39.04666667,-120.14333333,3,Not in near-shore subset,0,Human-Caused,Debris and open burning,3.0,1996
39.20833333,-120.16833333,4,Not in near-shore subset,0,Natural,Lightning,0.1,1996
38.94666667,-119.925,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1996
38.85833333,-120.05166667,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,1996
39.25166667,-120.03833333,4,4,1,Human-Caused,Misuse of fire by a minor,0.1,1996
39.14833333,-120.16166667,3,3,1,Human-Caused,Recreation and ceremony,0.1,1996
38.94666667,-119.94333333,1,1,1,Human-Caused,Recreation and ceremony,0.1,1996
38.93166667,-120.08833333,3,Not in near-shore subset,0,Human-Caused,Power generation/transmission/distribution,0.1,1996
39.13333333,-120.21666667,3,Not in near-shore subset,0,Natural,Lightning,0.1,1996
39.27,-120.01666667,4,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1996
39.26666667,-120.03833333,4,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1996
39.22333333,-120.05666667,4,4,1,Human-Caused,Misuse of fire by a minor,0.1,1996
38.91666667,-119.95833333,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.2,1997
38.91666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.2,1997
39.07666667,-119.90666667,2,Not in near-shore subset,0,Natural,Lightning,0.1,1997
39.28,-119.945,2,Not in near-shore subset,0,Natural,Lightning,0.1,1997
39.01833333,-120.125,3,3,1,Natural,Lightning,0.1,1997
38.88666667,-120.015,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,2.0,1997
39.20833333,-120.09333333,4,4,1,Human-Caused,Smoking,0.1,1997
39.23666667,-120.05666667,4,4,1,Human-Caused,Smoking,0.1,1997
39.14833333,-120.16166667,3,3,1,Human-Caused,Misuse of fire by a minor,0.1,1997
38.99,-119.94333333,1,1,1,Human-Caused,Fireworks,0.3,1997
39.105,-120.16166667,3,3,1,Human-Caused,Smoking,0.1,1997
38.91666667,-120.145,3,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1997
39.0,-119.925,2,Not in near-shore subset,0,Natural,Lightning,0.3,1997
38.91666667,-120.145,3,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1997
39.25166667,-120.03833333,4,4,1,Human-Caused,Smoking,0.1,1997
38.91666667,-119.97666667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1997
39.06166667,-120.125,3,3,1,Human-Caused,Misuse of fire by a minor,0.1,1997
39.06166667,-120.125,3,3,1,Human-Caused,Misuse of fire by a minor,0.1,1997
38.91666667,-119.97666667,1,Not in near-shore subset,0,Natural,Lightning,0.1,1997
38.88333333,-120.05166667,1,Not in near-shore subset,0,Natural,Lightning,0.1,1997
38.91666667,-119.94,1,Not in near-shore subset,0,Human-Caused,Equipment and vehicle use,0.1,1997
39.135,-119.94333333,2,2,1,Human-Caused,Debris and open burning,0.1,1997
39.19333333,-120.09333333,4,4,1,Human-Caused,Recreation and ceremony,0.1,1997
38.85833333,-120.015,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1997
38.96166667,-119.94333333,1,1,1,Human-Caused,Misuse of fire by a minor,0.1,1997
38.91666667,-120.07,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1997
38.87166667,-119.94,1,Not in near-shore subset,0,Natural,Lightning,0.1,1997
38.86166667,-120.09833333,1,Not in near-shore subset,0,Natural,Lightning,0.1,1997
38.91666667,-120.145,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.5,1997
38.85833333,-120.015,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1997
39.22333333,-120.13166667,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1997
38.93166667,-120.05166667,1,1,1,Human-Caused,Smoking,0.1,1997
38.87166667,-119.94,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1997
39.23666667,-120.0,4,4,1,Human-Caused,Misuse of fire by a minor,0.1,1997
38.90166667,-120.09,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.5,1997
38.95,-119.9,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,2.0,1997
38.88666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1997
39.25,-120.0,4,4,1,Human-Caused,Smoking,0.1,1997
38.85833333,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1997
39.28333333,-119.95,2,Not in near-shore subset,0,Natural,Lightning,0.1,1997
38.87166667,-119.95833333,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,1997
38.91666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.5,1997
38.975,-119.94333333,1,1,1,Human-Caused,Recreation and ceremony,0.1,1997
39.16333333,-120.16166667,4,4,1,Human-Caused,Recreation and ceremony,0.1,1997
38.88666667,-120.12666667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1997
39.06166667,-120.125,3,3,1,Human-Caused,Smoking,0.1,1997
38.96,-120.08833333,3,3,1,Human-Caused,Smoking,0.1,1997
39.17666667,-120.18,3,Not in near-shore subset,0,Natural,Lightning,0.1,1997
39.01833333,-119.925,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1997
38.85833333,-119.99666667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1997
39.19333333,-120.11333333,4,4,1,Human-Caused,Smoking,0.1,1997
39.01833333,-120.125,3,3,1,Natural,Lightning,0.1,1997
38.88833333,-119.98333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1998
38.94666667,-120.08833333,3,3,1,Human-Caused,Debris and open burning,0.1,1998
38.88666667,-120.015,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1998
38.88833333,-119.98333333,1,Not in near-shore subset,0,Natural,Lightning,0.1,1998
38.90166667,-120.12666667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1998
38.925,-120.15666667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1998
39.025,-120.15666667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1998
38.87,-119.90333333,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1998
38.855,-119.92166667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1998
38.91666667,-119.92166667,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1998
38.85833333,-120.015,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1998
38.87,-119.92166667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1998
38.925,-119.92166667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.2,1998
38.885,-119.92166667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.8,1998
38.92333333,-119.95666667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1998
39.035,-119.90333333,2,Not in near-shore subset,0,Natural,Lightning,0.1,1998
39.10666667,-119.925,2,2,1,Human-Caused,Smoking,0.1,1998
38.90166667,-119.95833333,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.2,1998
38.90166667,-119.95833333,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.2,1998
39.23666667,-120.13833333,4,Not in near-shore subset,0,Natural,Lightning,0.1,1998
38.98666667,-120.15666667,3,Not in near-shore subset,0,Natural,Lightning,0.1,1998
39.05666667,-120.15666667,3,Not in near-shore subset,0,Natural,Lightning,1.0,1998
38.91,-120.08666667,3,Not in near-shore subset,0,Natural,Lightning,0.5,1998
38.91666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1998
38.90833333,-120.07,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,5.0,1998
38.9,-120.06666667,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,1998
39.14833333,-119.88666667,2,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,32.0,1998
39.135,-119.925,2,2,1,Natural,Lightning,0.1,1998
39.2525,-119.96916667,2,2,1,Natural,Lightning,0.1,1999
38.95194444,-119.91805556,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1999
38.8675,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
38.93555556,-119.91805556,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1999
38.8675,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
38.8675,-120.06722222,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
39.11722222,-120.11805556,3,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1999
39.01694444,-119.90111111,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.5,1999
39.23388889,-120.085,4,2,1,Natural,Lightning,0.1,1999
38.91916667,-120.135,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
38.91666667,-119.96833333,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1999
38.96805556,-120.10111111,3,3,1,Human-Caused,Power generation/transmission/distribution,0.1,1999
38.96805556,-120.10111111,3,3,1,Natural,Lightning,0.1,1999
38.90027778,-119.93444444,1,Not in near-shore subset,0,Natural,Lightning,0.1,1999
39.16833333,-120.16888889,3,Not in near-shore subset,0,Natural,Lightning,0.1,1999
39.23388889,-120.0,2,2,1,Natural,Lightning,0.5,1999
38.8675,-119.98555556,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
39.25,-120.0,4,4,1,Human-Caused,Recreation and ceremony,0.1,1999
39.08444444,-120.10111111,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
39.2175,-120.11916667,4,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1999
39.16833333,-120.18583333,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
38.85138889,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
39.21777778,-120.11916667,4,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1999
38.90027778,-120.06722222,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
38.91916667,-120.06722222,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
39.25,-120.0,4,4,1,Human-Caused,Recreation and ceremony,0.1,1999
38.90027778,-120.0025,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1999
38.95194444,-119.935,1,1,1,Human-Caused,Recreation and ceremony,0.1,1999
38.93555556,-119.935,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1999
39.23388889,-120.0,4,4,1,Human-Caused,Fireworks,0.1,1999
39.23388889,-120.0,2,2,1,Natural,Lightning,0.1,1999
38.98444444,-119.91805556,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.2,1999
39.06833333,-119.91805556,2,Not in near-shore subset,0,Natural,Lightning,0.1,1999
38.95194444,-119.935,1,1,1,Human-Caused,Recreation and ceremony,0.1,1999
39.10111111,-120.23416667,3,Not in near-shore subset,0,Natural,Lightning,0.1,1999
38.8675,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
39.08472222,-119.91805556,2,1,1,Human-Caused,Equipment and vehicle use,0.1,2000
39.15,-119.91805556,2,2,1,Human-Caused,Smoking,0.1,2000
39.10083333,-120.20416667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.8675,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,2000
38.8675,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.93555556,-119.91805556,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.8675,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.85138889,-120.05027778,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.8675,-119.98555556,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,2000
38.8675,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.91861111,-120.03555556,1,Not in near-shore subset,0,Natural,Lightning,0.1,2000
38.93555556,-119.91805556,1,Not in near-shore subset,0,Natural,Lightning,0.1,2000
38.93555556,-120.135,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.88388889,-119.96833333,1,Not in near-shore subset,0,Natural,Lightning,0.1,2000
38.90027778,-119.98555556,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,2000
38.90027778,-119.93444444,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,2000
39.10083333,-120.01916667,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.8675,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
39.01944444,-120.18333333,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.5,2000
38.8675,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.91666667,-120.0025,1,Not in near-shore subset,0,Natural,Lightning,0.1,2000
38.90027778,-120.0025,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.89388889,-120.03222222,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.9,-119.98333333,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,2000
39.01694444,-120.125,3,3,1,Human-Caused,Smoking,1.0,2000
38.85138889,-119.96833333,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
39.00083333,-119.91805556,2,Not in near-shore subset,0,Natural,Lightning,0.1,2000
38.85138889,-119.96833333,1,Not in near-shore subset,0,Natural,Lightning,0.1,2000
38.91666667,-120.15222222,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
39.10083333,-120.21666667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
39.03333333,-120.135,3,3,1,Human-Caused,Recreation and ceremony,0.1,2000
39.05194444,-120.135,3,3,1,Human-Caused,Recreation and ceremony,0.3,2000
38.91666667,-120.05027778,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.4,2000
39.185,-120.03416667,4,Not in near-shore subset,0,Human-Caused,Smoking,0.3,2000
39.185,-120.10222222,4,4,1,Human-Caused,Smoking,0.1,2000
39.05194444,-120.11805556,3,3,1,Human-Caused,Misuse of fire by a minor,0.1,2000
38.91916667,-120.05027778,1,Not in near-shore subset,0,Human-Caused,Power generation/transmission/distribution,0.1,2000
39.23388889,-120.0,4,4,1,Human-Caused,Smoking,0.1,2000
39.16861111,-119.91805556,2,2,1,Human-Caused,Power generation/transmission/distribution,0.2,2000
38.88388889,-119.96833333,1,Not in near-shore subset,0,Natural,Lightning,0.1,2000
39.07694444,-119.91888889,2,Not in near-shore subset,0,Natural,Lightning,0.3,2000
38.86388889,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2000
38.90027778,-119.96833333,1,Not in near-shore subset,0,Human-Caused,Equipment and vehicle use,0.3,2000
39.13111111,-119.89722222,2,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2001
38.88388889,-120.13527778,3,Not in near-shore subset,0,Human-Caused,Smoking,0.2,2001
38.85194444,-120.01777778,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2001
38.90166667,-120.03555556,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.3,2001
38.91694444,-120.06666667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2001
38.90222222,-119.96694444,1,Not in near-shore subset,0,Natural,Lightning,0.1,2001
38.885,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2001
38.93444444,-120.06722222,1,1,1,Human-Caused,Smoking,0.5,2001
38.86916667,-120.01777778,1,Not in near-shore subset,0,Human-Caused,Fireworks,0.3,2001
38.93388889,-120.05027778,1,1,1,Human-Caused,Recreation and ceremony,0.1,2001
38.88527778,-120.06861111,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2001
38.93777778,-119.9825,1,1,1,Human-Caused,Smoking,0.3,2001
38.9025,-119.9525,1,Not in near-shore subset,0,Human-Caused,Smoking,0.3,2001
38.90166667,-120.13333333,3,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2001
38.93527778,-119.91916667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2001
38.93583333,-120.10027778,3,3,1,Human-Caused,Recreation and ceremony,0.1,2001
39.11666667,-120.1525,3,3,1,Human-Caused,Misuse of fire by a minor,0.1,2001
38.98361111,-120.10138889,3,3,1,Human-Caused,Smoking,0.1,2001
39.21694444,-120.08472222,4,4,1,Human-Caused,Recreation and ceremony,0.1,2001
39.18444444,-120.10166667,4,4,1,Human-Caused,Smoking,0.1,2001
38.88527778,-120.085,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2001
39.11666667,-120.1525,3,3,1,Human-Caused,Recreation and ceremony,0.1,2001
38.88416667,-119.95083333,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.5,2001
39.00111111,-119.98583333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2001
38.86694444,-119.98583333,1,Not in near-shore subset,0,Human-Caused,Power generation/transmission/distribution,0.3,2001
39.00111111,-120.05027778,3,Not in near-shore subset,0,Natural,Lightning,1.5,2001
39.10055556,-120.18472222,3,3,1,Human-Caused,Smoking,0.1,2001
38.86861111,-120.08388889,1,Not in near-shore subset,0,Human-Caused,Smoking,0.5,2001
38.90055556,-119.9675,1,Not in near-shore subset,0,Human-Caused,Equipment and vehicle use,0.1,2001
38.95222222,-119.90111111,1,Not in near-shore subset,0,Human-Caused,Fireworks,15.0,2001
38.93527778,-119.93388889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.5,2001
38.985,-120.08555556,3,3,1,Human-Caused,Smoking,0.1,2001
38.95111111,-120.08444444,3,3,1,Human-Caused,Misuse of fire by a minor,1.0,2001
39.16916667,-120.03416667,2,Not in near-shore subset,0,Natural,Lightning,0.5,2001
38.86916667,-120.01777778,1,Not in near-shore subset,0,Human-Caused,Fireworks,0.3,2001
39.01888889,-120.16666667,3,Not in near-shore subset,0,Natural,Lightning,91.0,2001
38.88444444,-119.93444444,1,Not in near-shore subset,0,Natural,Lightning,0.1,2002
38.93472222,-120.11722222,3,3,1,Human-Caused,Recreation and ceremony,0.1,2002
39.01861111,-120.08416667,3,Not in near-shore subset,0,Natural,Lightning,0.1,2002
38.88416667,-119.96888889,1,Not in near-shore subset,0,Natural,Lightning,0.3,2002
39.025,-120.16833333,3,Not in near-shore subset,0,Natural,Lightning,0.1,2002
38.88416667,-120.01888889,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,2002
39.16666667,-119.90111111,2,Not in near-shore subset,0,Natural,Lightning,0.1,2002
38.88333333,-120.03527778,1,Not in near-shore subset,0,Natural,Lightning,0.1,2002
38.93472222,-120.11805556,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2002
38.86916667,-119.96694444,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2002
39.28333333,-120.0175,2,Not in near-shore subset,0,Natural,Lightning,0.2,2002
39.21777778,-120.13388889,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2002
38.93444444,-120.06777778,1,1,1,Human-Caused,Power generation/transmission/distribution,3.0,2002
38.90111111,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Power generation/transmission/distribution,0.1,2002
38.93416667,-119.93138889,1,Not in near-shore subset,0,Human-Caused,Smoking,673.0,2002
38.93416667,-120.06805556,1,1,1,Human-Caused,Power generation/transmission/distribution,0.1,2002
39.11805556,-119.96888889,2,2,1,Human-Caused,Recreation and ceremony,0.1,2002
38.98388889,-120.11888889,3,Not in near-shore subset,0,Natural,Lightning,0.1,2002
39.11916667,-120.15222222,3,3,1,Human-Caused,Smoking,0.1,2002
39.21888889,-120.06777778,4,4,1,Human-Caused,Smoking,0.1,2002
39.10027778,-120.15194444,3,3,1,Human-Caused,Smoking,0.1,2002
38.90083333,-119.9175,1,Not in near-shore subset,0,Natural,Lightning,0.1,2002
38.90083333,-119.88416667,1,Not in near-shore subset,0,Natural,Lightning,0.1,2002
38.85111111,-120.00166667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2002
39.11888889,-119.935,2,2,1,Human-Caused,Recreation and ceremony,0.1,2002
39.03333333,-120.13527778,3,3,1,Natural,Lightning,0.1,2002
38.95027778,-120.06722222,1,1,1,Human-Caused,Debris and open burning,43.0,2002
38.86666667,-119.98388889,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2002
38.90222222,-119.95222222,1,Not in near-shore subset,0,Human-Caused,Power generation/transmission/distribution,24.0,2002
39.23527778,-120.03444444,4,4,1,Human-Caused,Recreation and ceremony,0.1,2002
38.85138889,-120.00194444,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,2002
39.08333333,-120.15194444,3,3,1,Human-Caused,Equipment and vehicle use,0.1,2002
38.93388889,-120.0,1,1,1,Human-Caused,Arson/incendiarism,0.3,2003
39.13444444,-119.91805556,2,2,1,Natural,Lightning,0.1,2003
38.93333333,-120.05083333,1,1,1,Human-Caused,Smoking,0.9,2003
38.91888889,-120.05,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2003
38.91916667,-120.03388889,1,1,1,Human-Caused,Smoking,0.1,2003
38.86666667,-119.99166667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2003
39.15194444,-119.91805556,2,2,1,Natural,Lightning,0.1,2003
39.18583333,-119.91833333,2,2,1,Natural,Lightning,0.1,2003
38.88555556,-120.08444444,1,Not in near-shore subset,0,Natural,Lightning,0.2,2003
38.96861111,-120.10055556,3,3,1,Human-Caused,Smoking,0.1,2003
38.95055556,-120.08527778,3,3,1,Human-Caused,Recreation and ceremony,0.1,2003
39.28333333,-119.93527778,2,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.0175,-119.90111111,2,Not in near-shore subset,0,Natural,Lightning,0.1,2003
38.88333333,-119.98361111,1,Not in near-shore subset,0,Human-Caused,Fireworks,0.1,2003
38.9,-119.95138889,1,Not in near-shore subset,0,Human-Caused,Fireworks,0.1,2003
38.88444444,-119.93444444,1,Not in near-shore subset,0,Natural,Lightning,0.6,2003
39.10166667,-119.91805556,2,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.26833333,-119.90138889,2,Not in near-shore subset,0,Natural,Lightning,0.1,2003
38.90138889,-120.10083333,3,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.23527778,-120.05,4,4,1,Human-Caused,Smoking,0.1,2003
38.93416667,-120.0,1,2,1,Natural,Lightning,0.1,2003
39.01805556,-119.95,2,2,1,Natural,Lightning,0.3,2003
38.98416667,-119.91805556,2,Not in near-shore subset,0,Natural,Lightning,0.2,2003
38.95027778,-119.95,1,1,1,Human-Caused,Arson/incendiarism,0.1,2003
38.88555556,-120.11666667,3,Not in near-shore subset,0,Natural,Lightning,0.1,2003
38.96694444,-119.935,1,1,1,Human-Caused,Smoking,0.1,2003
38.91666667,-119.95194444,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,2003
38.93583333,-120.08472222,3,3,1,Natural,Lightning,0.2,2003
38.88388889,-120.10166667,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.3,2003
38.91722222,-120.05083333,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.5,2003
38.92916667,-120.08583333,3,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.23472222,-120.05138889,4,4,1,Human-Caused,Debris and open burning,0.1,2003
38.98472222,-119.90111111,2,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.13388889,-119.90111111,2,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.06916667,-119.91805556,2,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.08388889,-120.23388889,3,Not in near-shore subset,0,Natural,Lightning,0.2,2003
39.03555556,-120.18361111,3,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.03555556,-120.18444444,3,Not in near-shore subset,0,Natural,Lightning,0.1,2003
38.87083333,-120.10416667,3,Not in near-shore subset,0,Natural,Lightning,0.1,2003
38.98583333,-120.16861111,3,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.25027778,-119.95,2,4,1,Human-Caused,Smoking,0.1,2003
39.18333333,-119.91805556,2,2,1,Natural,Lightning,0.1,2003
38.88583333,-119.96916667,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,2003
39.10111111,-119.90111111,2,Not in near-shore subset,0,Natural,Lightning,0.1,2003
39.25,-120.06027778,4,4,1,Human-Caused,Debris and open burning,0.1,2003
38.91861111,-120.13444444,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2003
39.25194444,-120.05027778,4,4,1,Human-Caused,Debris and open burning,270.0,2003
39.13472222,-120.15055556,3,3,1,Human-Caused,Recreation and ceremony,0.1,2003
38.91805556,-120.03555556,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2003
38.86777778,-119.985,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2003
39.10222222,-120.21888889,3,Not in near-shore subset,0,Natural,Lightning,0.9,2004
39.00083333,-120.13444444,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2004
39.21666667,-120.13388889,4,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,2004
39.24305556,-120.0675,4,4,1,Human-Caused,Smoking,0.1,2004
39.20111111,-120.085,4,4,1,Human-Caused,Smoking,0.1,2004
38.88444444,-120.03583333,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2004
38.93527778,-119.935,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2004
38.88333333,-119.96666667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2004
38.95194444,-119.93555556,1,1,1,Human-Caused,Recreation and ceremony,0.1,2004
