view,n_fires,optimal_beta,optimal_gamma,mean_arc_span,sigma_a,s_contribution_span_pct,s_contribution_sigma_pct
basin,1068,0.46785714285714286,0.38928571428571423,0.3513454548404412,0.5833333333333334,-0.6974701986457027,0.0
near_shore,468,0.8857142857142858,0.5928571428571429,0.3394992335364267,0.4166666666666667,26.38361812548179,66.66666666666667
