LATITUDE,LONGITUDE,FIRE_SIZE,NWCG_GENERAL_CAUSE,NWCG_CAUSE_CLASSIFICATION,FIRE_YEAR,DISCOVERY_DOY,cause_binary,fire_size_log,t_param,s_param,dist_to_lake_km,cluster_basin_std,cluster_basin_eq,cluster_near_std,cluster_near_eq,cluster_near_opt,cluster_basin_opt
36.6,-113.7341,0.1,Natural,Natural,1992,215,0,0.09531017980432487,0.014516284769648509,0.012812189394416728,45.41160025610494,2,2,,,,2
36.5666,-113.8341,0.1,Natural,Natural,1992,215,0,0.09531017980432487,0.014490124006916972,0.01280009266870911,37.908055437407704,2,2,,,,2
36.5333,-113.9008,0.1,Natural,Natural,1992,218,0,0.09531017980432487,0.014467278303281216,0.012789436330387767,32.37039640026755,2,2,,,,2
36.4666,-113.8341,0.1,Natural,Natural,1992,219,0,0.09531017980432487,0.014517822932855081,0.012812903879230444,28.086629690335307,2,2,,,,2
36.4333,-113.9675,0.1,Natural,Natural,1992,219,0,0.09531017980432487,0.014441471403746397,0.012776999942819958,20.195164181404213,2,2,,,,2
36.4,-113.8675,0.1,Natural,Natural,1992,219,0,0.09531017980432487,0.014530203375435532,0.01281868732587368,20.292733799698127,2,2,,,,2
36.3333,-113.8508,0.1,Natural,Natural,1992,219,0,0.09531017980432487,0.014595297055998088,0.012851096413347585,16.26452056486569,2,2,,,,2
36.4166,-113.8341,0.3,Natural,Natural,1992,225,0,0.262364264467491,0.014539831137682346,0.012823240136707912,23.603966527582166,2,2,,,,2
36.6,-114.0008,0.1,Natural,Natural,1992,225,0,0.09531017980432487,0.7982625675465846,0.7857364239056877,31.33538858970073,2,2,,,,2
36.5166,-113.9508,7406.6,Natural,Natural,1993,171,0,8.91026177918785,0.014441745364369766,0.01277713523732646,29.562777263019466,2,2,,,,2
36.4333,-113.8508,729.0,Natural,Natural,1993,215,0,6.593044534142437,0.014523014220250246,0.01281532099522422,24.174504112416788,2,2,,,,2
36.5166,-113.8175,10.0,Natural,Natural,1993,216,0,2.3978952727983707,0.014508891545585169,0.012808764173630534,33.61046288036462,2,2,,,,2
36.55,-113.8008,1125.0,Natural,Natural,1993,217,0,7.026426808699636,0.014506443540058124,0.012807632351350216,37.57931236492013,2,2,,,,2
36.45,-113.8341,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014524282032304128,0.012815912930840645,26.55378353585169,2,2,,,,2
36.45,-113.8508,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014515995285522117,0.012812055010215748,25.725743772276967,2,2,,,,2
36.4333,-113.8341,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014531577801786053,0.012819333906645249,25.053772194030486,2,2,,,,2
36.4333,-113.9008,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.01449344559967147,0.012801627921271739,21.949682799120826,2,2,,,,2
36.4,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.01451956340102767,0.012813713135690201,19.43544011445519,2,2,,,,2
36.4833,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.01448734724192165,0.012798807112253263,27.63702713102471,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.014492257090585454,0.01280107919056001,25.936599379803315,2,2,,,,2
36.2,-113.8508,12.0,Natural,Natural,1993,221,0,2.5649493574615367,0.0653047738879916,0.05779088769185735,10.487341442606551,2,2,,,,2
36.2333,-113.7674,61.7,Natural,Natural,1993,239,0,4.138361447638875,0.07889401467611955,0.08239242285647708,20.725046939435128,2,2,,,,2
36.5333,-113.9675,2152.5,Natural,Natural,1993,239,0,7.674849704494165,0.014429492990265563,0.012770998794819506,31.206580479844412,2,2,,,,2
36.4666,-113.9175,8.8,Natural,Natural,1993,240,0,2.2823823856765264,0.01447220610740378,0.012791754460000393,24.85259486503675,2,2,,,,2
36.6,-113.8508,13.2,Natural,Natural,1993,241,0,2.653241964607215,0.014477442927891809,0.012794204044677725,40.80534847664217,2,2,,,,2
36.5,-113.8508,0.1,Natural,Natural,1994,201,0,0.09531017980432487,0.014499240567348446,0.012804305373465445,30.571963436319102,2,2,,,,2
36.4833,-113.9008,0.1,Natural,Natural,1994,201,0,0.09531017980432487,0.014478070693482894,0.01279449684585603,27.09277718343531,2,2,,,,2
36.5833,-113.7175,0.1,Natural,Natural,1994,201,0,0.09531017980432487,0.014524988937986276,0.012816243279948243,44.69314201192952,2,2,,,,2
36.175,-113.7077,0.1,Natural,Natural,1994,211,0,0.09531017980432487,0.07946464201906132,0.08333412218798629,16.729231130674798,0,0,,,,0
36.55,-113.9341,1183.0,Natural,Natural,1994,219,0,7.076653815443951,0.014447302717896578,0.012779861984438208,33.47298830740673,2,2,,,,2
36.3,-113.9675,3.0,Other causes,Human,1994,222,1,1.3862943611198906,0.014513834336668346,0.012811052633773468,6.040308792551145,2,2,,,,2
36.4,-113.7675,0.1,Natural,Natural,1994,223,0,0.09531017980432487,0.01457958676865016,0.012842857678587683,26.670046049255525,2,2,,,,2
36.4166,-113.7841,1.5,Natural,Natural,1994,223,0,0.9162907318741551,0.014562926754577809,0.01283444704724585,26.715327061492488,2,2,,,,2
36.5666,-113.8008,225.1,Natural,Natural,1994,224,0,5.420977379283924,0.014502488449331476,0.012805805049144327,39.20277836672199,2,2,,,,2
36.5666,-113.8008,0.1,Natural,Natural,1994,224,0,0.09531017980432487,0.014502488449331476,0.012805805049144327,39.20277836672199,2,2,,,,2
36.4833,-113.7841,397.2,Natural,Natural,1994,225,0,5.986954391630096,0.014532823069761275,0.012819920639001987,32.19604503800814,2,2,,,,2
36.4833,-113.9008,155.0,Natural,Natural,1994,230,0,5.049856007249537,0.014478070693482894,0.01279449684585603,27.09277718343531,2,2,,,,2
36.5833,-113.8008,3759.0,Natural,Natural,1995,153,0,8.23217423638394,0.014498811018769946,0.01280410704344742,40.854768448973104,2,2,,,,2
36.5166,-113.7008,70.0,Natural,Natural,1995,153,0,4.2626798770413155,0.014549037561660885,0.012827653240944573,39.869897636341015,2,2,,,,2
36.4333,-114.0008,0.1,Natural,Natural,1995,177,0,0.09531017980432487,0.01440773174343911,0.012759604412935195,19.946184123000684,2,2,,,,2
36.55,-114.0175,0.1,Natural,Natural,1995,177,0,0.09531017980432487,0.01439517746192956,0.012752690026549048,32.92601078422305,2,2,,,,2
36.55,-114.0175,0.1,Natural,Natural,1995,177,0,0.09531017980432487,0.01439517746192956,0.012752690026549048,32.92601078422305,2,2,,,,2
36.5166,-113.9841,0.1,Natural,Natural,1995,177,0,0.09531017980432487,0.014419412383953873,0.012765806549174351,29.239706445873026,2,2,,,,2
36.5166,-114.0008,0.1,Natural,Natural,1995,177,0,0.09531017980432487,0.01440705663702478,0.012759239373342881,29.192249283603175,2,2,,,,2
36.5333,-114.0008,0.1,Natural,Natural,1995,177,0,0.09531017980432487,0.01440696937430408,0.012759192134750626,31.04591901370715,2,2,,,,2
36.5666,-114.0008,0.1,Natural,Natural,1995,177,0,0.09531017980432487,0.014406823009558372,0.01275911287397282,34.74216828600776,2,2,,,,2
36.5666,-114.0175,0.1,Natural,Natural,1995,177,0,0.09531017980432487,0.7983187422225014,0.7858009768948545,28.645271045815495,2,2,,,,2
36.2,-113.8508,5034.0,Natural,Natural,1995,179,0,8.524168805152662,0.0653047738879916,0.05779088769185735,10.487341442606551,2,2,,,,2
36.4833,-113.8508,20.0,Natural,Natural,1995,179,0,3.044522437723423,0.014504240105904025,0.012806614270302035,28.92524777160872,2,2,,,,2
36.5166,-113.7675,5.0,Natural,Natural,1995,179,0,1.791759469228055,0.01452767723839037,0.012817501652346488,36.051843026982425,2,2,,,,2
36.4666,-113.8508,0.1,Natural,Natural,1995,179,0,0.09531017980432487,0.014509804346259184,0.012809186428069098,27.30503819497671,2,2,,,,2
36.3333,-113.7341,190.0,Natural,Natural,1995,179,0,5.25227342804663,0.014647328459460767,0.012880969735505024,25.712318850406003,2,2,,,,2
36.25,-113.7341,2872.0,Natural,Natural,1995,179,0,7.96311205897929,0.07907385301237485,0.08270106277739041,23.28468467874107,2,2,,,,2
36.5,-113.9008,453.0,Natural,Natural,1995,179,0,6.118097198041348,0.014474068916146483,0.012792627332776625,28.844148104898327,2,2,,,,2
36.4666,-113.8675,0.1,Natural,Natural,1995,179,0,0.09531017980432487,0.014501280299689948,0.012805247118030185,26.585411370557658,2,2,,,,2
